order_experience,inernational_oil_pr,Exchange_rate,shipowner,ship_kinds,ship_fee,chinese_bid_yn,ship size,domestic_competitor_bidding_yn,order_backlog,bid_pr,order_yn
yes,16.0,1045.0,G,B,3770.0,no,11990.46,no,189.04,10.82,no
no,22.46,1078.0,H,B,4840.0,no,12467.69,yes,169.3,10.82,no
yes,24.9,1144.0,F,B,8912.0,yes,15581.91,no,243.51,13.77,no
yes,22.32,1216.0,D,B,7879.0,no,16243.35,no,179.27,12.07,no
yes,17.67,1085.0,B,B,8698.0,no,15460.88,no,175.49,10.82,no
yes,15.39,1090.0,J,B,7069.0,no,16884.55,no,185.41,10.83,no
yes,17.01,1103.0,B,B,11596.0,yes,19901.36,no,172.54,10.83,no
yes,35.16,1047.0,G,B,6973.0,no,16042.59,no,187.27,13.4,no
yes,41.3,1719.0,B,A,6226.0,yes,12652.28,no,413.77,10.92,no
yes,49.22,1077.0,J,B,17999.0,no,14120.38,no,285.84,10.82,no
yes,35.85,1212.0,F,B,7461.0,yes,18112.36,no,211.73,10.82,no
yes,23.81,1091.0,D,B,6416.0,yes,14673.28,no,156.73,10.83,no
yes,39.2,1206.0,I,A,13029.0,no,15546.53,yes,363.09,10.83,no
no,27.19,1157.0,B,B,9326.0,no,11558.34,yes,322.03,10.82,no
yes,17.89,1199.0,L,D,7932.0,no,15530.0,yes,186.24,10.82,no
yes,22.89,1110.0,J,B,6903.0,no,12054.36,yes,217.33,10.82,no
yes,23.94,1152.0,K,E,8495.0,no,12527.54,yes,191.3,11.12,no
yes,21.85,1110.0,F,B,6213.0,yes,14521.21,no,277.0,11.17,no
yes,15.03,1262.0,B,B,8469.0,yes,20406.21,no,108.5,10.87,no
no,22.95,1112.0,F,B,8442.0,yes,15502.54,yes,208.0,10.83,no
yes,38.86,1101.0,F,B,6044.0,yes,16524.11,no,214.73,14.37,no
yes,17.03,1185.0,K,B,6111.0,no,14852.57,yes,173.96,10.83,no
no,24.85,1406.0,K,B,7397.0,no,14435.0,no,193.27,11.98,no
no,41.91,1125.0,M,H,5722.0,no,14628.4,yes,154.12,10.87,no
no,21.58,1073.0,F,B,7248.0,yes,13221.02,yes,207.21,10.83,no
no,18.15,1141.0,D,B,8671.0,yes,15294.3,yes,144.06,10.83,no
no,26.63,1084.0,B,B,7026.0,no,14357.72,no,180.64,10.82,no
no,25.43,1173.0,K,E,10326.0,no,18097.5,no,195.23,11.42,no
yes,51.22,1164.0,L,D,9034.0,no,12981.67,no,152.9,10.83,no
yes,25.74,1598.0,C,B,8952.0,no,13734.71,no,108.25,11.25,no
yes,24.12,1253.0,M,B,6551.0,no,13510.98,no,150.93,11.02,no
yes,55.62,1103.0,L,D,6326.0,no,15113.4,no,168.07,10.82,no
yes,21.15,1376.0,F,A,5114.0,yes,14509.04,no,153.73,10.83,no
yes,16.6,1377.0,J,B,6408.0,no,15228.59,no,165.22,10.83,no
no,26.52,1144.0,L,D,6809.0,no,14923.8,no,260.5,10.82,no
yes,10.82,1121.0,G,B,4961.0,no,16211.52,yes,167.24,10.87,no
yes,40.84,1179.0,F,E,6338.0,no,14417.26,yes,180.15,10.82,no
yes,27.03,1167.0,G,B,11049.0,yes,13496.71,no,179.17,10.85,no
yes,16.47,1137.0,G,B,5182.0,no,14501.66,no,187.18,10.82,no
yes,23.23,1153.0,K,B,6903.0,no,13315.49,no,178.09,10.84,no
yes,17.44,1060.0,B,B,7570.0,no,16312.3,no,156.92,10.83,no
yes,29.09,1112.0,D,B,7676.0,no,13519.82,yes,108.55,10.82,no
yes,16.91,1337.0,H,B,8539.0,no,13286.5,no,108.6,10.82,no
yes,31.45,1164.0,A,A,10310.0,no,13830.17,yes,246.89,10.83,no
yes,18.02,1094.0,F,B,8579.0,yes,16423.17,no,209.18,11.41,no
yes,45.26,1144.0,G,B,8526.0,no,14118.9,no,161.1,10.82,no
yes,34.44,1120.0,F,B,8425.0,yes,15855.02,yes,154.42,10.83,no
yes,21.12,1444.0,G,B,10519.0,no,14297.01,yes,153.98,12.19,no
yes,36.86,1167.0,D,E,10041.0,no,15198.89,yes,216.2,10.82,no
yes,17.61,1431.0,D,A,7248.0,no,12605.12,no,236.83,10.84,no
yes,22.62,1053.0,G,B,7516.0,no,13609.03,no,222.78,11.22,no
yes,26.66,1141.0,G,A,7519.0,no,14766.68,yes,173.67,10.82,no
yes,29.01,1073.0,D,A,4731.0,yes,15968.04,yes,266.05,10.95,no
yes,21.8,1212.0,H,B,7512.0,yes,15568.27,no,139.39,10.85,no
no,29.73,1114.0,D,A,9524.0,no,13852.79,yes,263.54,10.82,no
yes,52.68,1145.0,K,E,6652.0,no,12576.54,no,109.28,11.1,no
no,14.85,1461.0,L,D,4813.0,no,14848.78,no,108.94,10.89,no
no,12.95,1080.0,H,B,7372.0,yes,15781.04,yes,238.4,10.82,no
yes,24.93,1045.0,D,B,6882.0,yes,14666.36,no,160.95,10.83,no
yes,52.06,1128.0,L,D,6474.0,no,12726.28,no,198.37,10.83,no
no,18.84,1137.0,B,B,8128.0,no,14025.77,yes,145.73,11.71,no
no,26.58,1194.0,D,A,11487.0,no,16049.06,yes,259.66,10.82,no
yes,28.43,1207.0,L,D,6327.0,yes,19622.1,no,187.47,11.01,no
yes,35.62,1106.0,B,A,5535.0,no,14157.73,yes,185.16,11.16,no
yes,21.83,1451.0,D,B,11377.0,yes,19951.83,yes,192.53,11.04,no
no,28.53,1453.0,C,B,10695.0,no,14596.88,yes,186.0,12.01,no
yes,22.03,1046.0,B,B,6044.0,no,15171.8,no,185.26,10.82,no
yes,31.84,1043.0,F,B,7207.0,yes,17739.88,no,271.84,13.8,no
yes,26.55,1488.0,H,E,7609.0,no,15412.47,yes,376.3,10.82,no
yes,20.15,1101.0,J,B,6765.0,no,13037.5,yes,239.33,10.83,no
yes,39.83,1144.0,L,D,5574.0,no,14150.26,no,108.99,12.03,no
yes,27.11,1533.0,K,E,8296.0,no,13959.76,yes,189.19,10.82,no
yes,24.01,1381.0,H,B,4013.0,no,15201.45,yes,107.86,10.82,no
no,40.89,1220.0,K,A,5206.0,no,11177.0,no,194.35,11.13,no
yes,48.66,1231.0,K,E,4965.0,no,13182.39,no,108.5,11.06,no
yes,51.03,1086.0,J,B,6109.0,no,13731.44,no,221.5,10.82,no
no,41.56,1112.0,L,D,5857.0,yes,26686.64,no,198.96,10.84,no
yes,30.62,1109.0,C,B,7558.0,no,13422.13,yes,152.85,10.82,no
yes,19.22,1350.0,F,A,8229.0,yes,17822.77,no,162.87,10.83,no
yes,36.2,1163.0,F,B,8805.0,yes,18212.88,yes,243.46,10.82,no
yes,28.78,1122.0,C,B,6526.0,no,15384.33,yes,139.39,10.82,no
yes,34.17,1108.0,G,B,7679.0,no,16442.99,no,216.74,10.83,no
yes,54.85,1142.0,C,B,11419.0,no,14605.41,yes,108.89,11.15,no
no,40.39,1245.0,L,D,4412.0,no,13683.14,no,165.76,10.82,no
no,18.07,1093.0,B,B,6372.0,yes,15891.51,no,154.42,10.94,no
yes,19.21,1274.0,D,B,6373.0,no,13987.74,no,109.24,10.82,no
no,23.53,1043.0,B,B,5341.0,yes,17056.1,yes,190.32,10.84,no
yes,14.35,1106.0,L,D,6933.0,yes,19514.88,no,257.55,11.72,no
no,43.08,1223.0,D,B,7903.0,no,12025.78,no,168.37,10.82,no
yes,24.95,1431.0,G,A,5382.0,no,13379.65,yes,108.35,10.84,no
yes,24.22,1056.0,B,A,6233.0,no,15009.37,yes,207.85,11.13,no
yes,31.43,1200.0,H,B,7994.0,no,13310.27,yes,207.36,10.82,no
no,69.02,1104.0,L,D,15667.0,yes,12658.68,no,108.79,10.83,no
yes,34.6,1138.0,G,A,7546.0,no,14370.95,yes,157.91,10.82,no
yes,23.6,1376.0,D,B,6537.0,no,11973.16,no,157.17,10.82,no
yes,25.54,1121.0,F,B,6343.0,yes,16643.02,no,282.75,11.14,no
yes,22.79,1042.0,F,B,6641.0,yes,14570.36,no,258.09,11.16,no
no,19.29,1419.0,C,B,8238.0,no,15553.22,no,137.87,10.88,no
yes,28.13,1191.0,L,D,6035.0,no,15678.37,yes,154.81,14.73,no
no,24.87,1142.0,G,B,9229.0,no,14364.84,yes,229.07,10.82,no
yes,31.93,1560.0,E,I,4325.0,no,16753.18,yes,162.08,12.01,no
yes,35.76,1114.0,K,E,13787.0,no,13791.19,yes,246.5,10.83,no
yes,15.36,1411.0,H,B,5009.0,no,17102.35,no,158.89,11.2,no
yes,32.46,1252.0,K,A,14405.0,yes,18450.31,yes,136.05,10.82,no
yes,33.91,1157.0,I,A,7497.0,no,18861.84,no,162.72,10.82,no
yes,46.76,1159.0,L,D,6476.0,no,15637.84,no,184.77,10.83,no
yes,28.07,1621.0,C,B,7536.0,no,15398.51,no,108.74,11.18,no
no,18.32,1120.0,D,B,7200.0,yes,20338.67,yes,161.59,10.83,no
yes,19.12,1075.0,H,B,4384.0,no,15271.68,no,211.88,11.79,no
yes,24.87,1487.0,J,B,9762.0,no,13601.97,yes,109.04,15.9,no
yes,35.89,1166.0,E,B,6391.0,no,17113.92,no,163.21,10.83,no
yes,23.05,1094.0,F,B,9264.0,yes,21521.83,yes,209.82,11.19,no
yes,31.37,1260.0,E,I,5772.0,yes,21042.6,no,233.39,12.26,no
yes,33.21,1212.0,D,E,7426.0,no,17902.41,no,177.7,12.25,no
no,31.81,1455.0,C,B,9000.0,no,16601.03,yes,192.14,12.26,no
yes,27.26,1094.0,B,A,8620.0,no,15592.82,yes,186.14,11.05,no
no,15.53,1429.0,L,D,5847.0,no,17313.28,no,107.91,10.88,no
yes,24.29,1450.0,D,B,8377.0,yes,16726.0,no,108.99,16.53,no
yes,14.67,1137.0,C,B,6553.0,no,15943.1,no,159.08,10.82,no
no,17.62,1066.0,B,B,6809.0,yes,14456.96,yes,181.48,10.83,no
no,31.27,1130.0,B,B,12053.0,no,14235.39,yes,295.81,10.82,no
yes,58.31,1169.0,L,D,5665.0,no,14438.41,no,190.71,10.83,no
yes,21.04,1278.0,C,B,9377.0,no,12009.69,no,151.32,10.82,no
yes,36.93,1167.0,B,B,12292.0,no,14001.6,no,327.53,10.88,no
yes,17.26,1107.0,E,I,5760.0,no,15793.89,no,156.78,10.82,no
yes,49.32,1094.0,C,B,5622.0,no,15514.18,no,170.08,10.82,no
no,29.01,1524.0,H,B,8779.0,no,14460.43,no,164.24,10.82,no
yes,40.74,1113.0,C,B,9980.0,no,15382.41,yes,108.06,10.82,no
no,19.02,1116.0,F,B,5119.0,yes,18404.0,yes,221.26,10.83,no
yes,25.62,1077.0,E,I,5549.0,no,17137.76,no,143.91,10.82,no
yes,32.6,1136.0,D,B,8445.0,no,15709.57,yes,210.99,10.82,no
no,9.9,1087.0,D,B,7942.0,yes,15331.53,no,1000.26,10.82,no
yes,62.5,1183.0,C,B,12099.0,no,15780.98,yes,108.65,11.24,no
yes,39.75,1094.0,F,B,6792.0,yes,14989.65,no,233.93,14.1,no
no,24.37,1476.0,L,D,8870.0,yes,14171.79,yes,188.45,10.82,no
yes,28.13,1226.0,A,A,8951.0,no,15680.49,yes,234.17,10.82,no
yes,30.61,1063.0,G,B,4902.0,no,13328.83,no,239.23,10.82,no
yes,29.52,1518.0,E,I,6414.0,no,12938.51,yes,162.96,12.28,no
no,29.68,1550.0,C,B,8177.0,no,13708.94,yes,176.96,12.18,no
yes,43.33,1298.0,B,A,23263.0,yes,26649.45,yes,241.2,10.83,no
no,35.21,1148.0,H,B,8385.0,no,13005.42,no,183.1,10.82,no
yes,26.37,1070.0,D,A,5481.0,no,13689.32,no,195.28,10.82,no
no,20.11,1084.0,D,B,8923.0,yes,19424.61,yes,143.96,10.83,no
yes,46.17,1278.0,L,D,6082.0,yes,16424.41,no,114.05,10.82,no
yes,24.12,1086.0,G,B,6172.0,yes,30162.68,no,108.25,10.83,no
no,26.55,1092.0,G,E,8190.0,yes,21021.73,yes,189.24,10.82,no
yes,25.2,1061.0,J,B,8663.0,no,13635.31,yes,153.88,10.82,no
no,34.67,1074.0,G,E,7254.0,yes,19559.84,yes,200.04,10.82,no
yes,21.12,1226.0,K,A,5555.0,no,14631.62,yes,148.03,10.82,no
no,31.37,1158.0,I,B,7800.0,no,13104.21,no,238.5,10.84,no
yes,26.48,1389.0,G,B,10386.0,yes,17320.14,yes,161.2,10.83,no
yes,23.97,1155.0,D,B,7090.0,no,13350.99,yes,238.99,10.82,no
no,21.38,1121.0,D,B,7831.0,yes,12781.09,no,1031.49,10.82,no
yes,33.56,1238.0,C,A,13258.0,no,14843.66,yes,221.95,10.82,no
no,20.44,1203.0,D,B,8008.0,no,16763.93,no,186.34,10.82,no
no,47.26,1249.0,H,B,10554.0,no,9822.3,no,183.25,10.82,no
yes,57.93,1105.0,L,D,5993.0,no,13319.2,no,168.41,10.82,no
no,29.75,1152.0,F,B,8474.0,no,13049.42,yes,277.2,10.83,no
yes,18.76,1131.0,D,B,5622.0,no,17497.36,no,173.92,10.82,no
yes,26.42,1168.0,F,B,12938.0,yes,17930.11,yes,243.41,10.82,no
yes,43.54,1065.0,C,B,9009.0,no,15310.69,no,173.77,10.82,no
yes,43.41,1302.0,D,E,10705.0,no,15498.28,yes,219.1,10.82,no
yes,43.82,1087.0,K,E,10971.0,no,15299.92,yes,275.77,10.82,no
yes,20.76,1073.0,J,B,7568.0,no,12907.1,yes,232.01,10.82,no
no,21.48,1442.0,I,A,6137.0,no,12357.89,yes,174.01,10.87,no
no,32.67,1198.0,L,D,7422.0,no,15036.3,yes,180.55,10.9,no
yes,58.43,1111.0,L,D,7493.0,no,15279.13,no,170.43,10.82,no
no,20.28,1084.0,B,B,6682.0,no,14673.73,yes,255.49,10.82,no
no,20.74,1132.0,E,I,7984.0,no,17579.39,no,211.93,10.82,no
yes,32.92,1205.0,D,A,10948.0,yes,19765.75,yes,283.63,10.85,no
yes,25.06,1358.0,D,B,7878.0,no,12880.71,no,163.55,10.82,no
yes,26.81,1058.0,D,B,8607.0,no,13701.62,yes,108.89,10.82,no
no,32.31,1167.0,G,B,8898.0,no,13791.26,yes,244.39,10.82,no
yes,39.68,1127.0,K,E,8216.0,yes,32654.32,yes,167.24,10.85,no
yes,34.73,1334.0,H,E,5802.0,no,15822.41,yes,349.88,10.82,no
yes,31.6,1116.0,D,A,10517.0,yes,17044.58,yes,243.01,10.98,no
no,87.93,1277.0,L,D,5517.0,no,14639.49,no,108.6,10.82,no
no,27.6,1129.0,D,A,9730.0,no,13611.19,yes,272.48,10.82,no
yes,40.82,1192.0,D,E,13020.0,no,13602.83,yes,222.49,10.82,no
yes,31.55,1481.0,C,A,8043.0,no,14192.33,no,222.34,10.82,no
yes,37.92,1258.0,H,B,5423.0,no,14660.77,yes,292.67,10.82,no
yes,16.19,1035.0,D,B,5420.0,yes,14759.7,no,173.72,10.82,no
no,42.26,1101.0,H,B,5307.0,no,14140.47,no,107.81,11.3,no
no,41.25,1108.0,L,D,7267.0,yes,28943.3,no,180.55,10.84,no
yes,38.66,1117.0,D,B,7089.0,yes,17439.45,no,202.2,11.41,no
yes,27.51,1074.0,J,B,6078.0,no,14845.65,no,108.16,10.82,no
yes,20.51,1187.0,L,D,5909.0,no,13596.41,yes,169.64,10.82,no
no,15.31,1201.0,B,B,6828.0,no,14620.74,no,157.12,10.82,no
yes,15.44,1100.0,H,B,6159.0,no,19695.61,no,136.2,10.82,no
yes,28.96,1140.0,J,B,7067.0,yes,22628.36,no,207.65,12.82,no
yes,21.1,1134.0,A,B,5854.0,no,15076.62,no,178.92,10.82,no
no,22.13,1292.0,B,B,8934.0,yes,31397.28,no,139.64,11.91,no
no,17.44,1171.0,B,B,8926.0,no,15575.56,yes,163.45,11.78,no
yes,24.3,1164.0,D,B,7225.0,no,15524.84,no,136.69,10.82,no
yes,41.46,1186.0,D,B,6800.0,no,11799.23,no,236.92,10.82,no
yes,31.14,1190.0,D,B,6880.0,no,13170.29,no,242.33,10.82,no
no,25.23,1241.0,F,B,9450.0,no,13461.49,yes,243.85,10.83,no
yes,35.34,1097.0,D,B,10319.0,no,12855.64,no,157.51,10.82,no
no,18.55,1355.0,B,B,11087.0,no,15746.61,yes,192.87,10.82,no
yes,25.13,1120.0,D,B,9207.0,no,12918.9,yes,225.29,10.82,no
yes,16.15,1300.0,E,B,6672.0,no,16673.05,no,360.19,10.82,no
no,48.46,1048.0,L,D,7338.0,no,12893.76,no,108.25,10.82,no
no,28.23,1123.0,H,B,7562.0,no,13856.77,no,108.65,11.29,no
yes,31.0,1448.0,H,B,6971.0,no,14748.94,no,108.7,10.82,no
yes,25.28,1474.0,G,A,7639.0,no,14656.37,yes,107.81,10.84,no
no,27.06,1088.0,B,B,6777.0,yes,15537.11,yes,186.49,10.83,no
no,51.86,1139.0,L,D,5873.0,no,14797.83,no,107.91,10.82,no
yes,18.81,1112.0,G,B,6367.0,no,14615.38,yes,182.76,10.89,no
no,28.31,1092.0,M,H,7316.0,yes,16417.14,no,192.23,10.9,no
yes,75.62,1630.0,L,D,7365.0,yes,15503.74,no,108.06,11.28,no
yes,27.72,1174.0,D,A,8776.0,yes,16739.15,yes,248.12,10.85,no
yes,19.64,1190.0,D,B,6387.0,no,15760.8,no,174.95,12.07,no
yes,30.44,1134.0,G,A,9580.0,no,13435.3,yes,264.67,10.82,no
no,24.98,1154.0,B,B,6259.0,yes,16994.76,no,167.09,10.82,no
yes,29.96,1116.0,C,B,4214.0,no,15053.84,yes,140.13,10.82,no
yes,36.0,1120.0,J,B,5656.0,no,11744.57,yes,140.27,10.82,no
yes,38.23,1145.0,D,B,7597.0,yes,18026.92,no,200.93,11.42,no
yes,32.67,1102.0,F,B,13091.0,yes,16577.84,yes,150.34,10.83,no
yes,31.52,1078.0,D,B,8646.0,no,14555.96,yes,222.09,10.82,no
yes,18.33,1253.0,B,B,6978.0,yes,17587.54,no,107.71,10.87,no
yes,34.53,1132.0,D,A,18718.0,no,13580.53,yes,107.81,10.82,no
no,22.56,1131.0,D,A,10964.0,no,13095.94,yes,258.78,10.82,no
yes,13.38,1148.0,G,B,8177.0,no,16317.96,no,170.82,10.82,no
yes,23.18,1138.0,J,B,8144.0,yes,23636.9,no,216.15,13.07,no
yes,38.25,1148.0,D,B,6636.0,yes,17438.02,no,199.94,11.5,no
yes,24.3,1103.0,H,B,9536.0,no,14232.38,no,188.55,10.82,no
yes,25.34,1120.0,K,A,7889.0,no,15739.0,yes,194.84,10.83,no
yes,30.49,1088.0,G,B,4504.0,no,15331.74,no,232.7,10.82,no
yes,19.73,1106.0,B,B,8901.0,no,15785.1,no,168.81,10.82,no
no,32.16,1120.0,G,B,7447.0,no,14448.92,yes,207.31,10.82,no
yes,44.06,1949.0,B,A,6344.0,yes,13483.1,no,404.05,10.92,no
yes,34.53,1157.0,H,B,7033.0,yes,16088.99,yes,409.16,10.82,no
yes,50.61,1463.0,L,D,7515.0,yes,16077.75,no,145.63,10.82,no
yes,21.33,1073.0,G,B,5889.0,no,15671.19,yes,235.5,10.89,no
no,14.95,1360.0,C,B,6978.0,no,14335.3,no,144.94,10.87,no
yes,35.01,1178.0,J,B,8225.0,no,14130.05,no,120.04,10.82,no
yes,31.4,1071.0,D,B,7318.0,no,14609.92,no,174.7,10.99,no
yes,38.41,1232.0,D,B,10068.0,no,11684.91,yes,130.26,10.82,no
yes,15.05,1283.0,E,B,8296.0,no,16153.79,no,349.34,10.82,no
no,24.95,1198.0,M,H,6395.0,no,18333.22,no,175.14,10.82,no
yes,31.8,1130.0,J,B,7641.0,no,14133.6,no,120.33,10.82,no
yes,12.19,1047.0,H,B,4379.0,no,14357.42,no,125.44,10.82,no
yes,56.69,1299.0,E,C,7733.0,no,17140.15,no,108.25,10.84,no
yes,46.27,1117.0,J,B,14188.0,no,15081.46,no,277.49,10.82,no
yes,38.02,1241.0,K,E,6698.0,no,15247.93,yes,321.89,10.82,no
no,42.6,1190.0,D,B,7253.0,no,14824.29,no,277.0,10.82,no
yes,35.81,1112.0,D,A,5687.0,yes,16377.09,yes,269.19,10.93,no
yes,47.24,1103.0,F,B,6183.0,yes,17688.27,no,195.52,10.83,no
yes,18.86,1308.0,H,B,8731.0,no,13881.87,no,108.74,10.82,no
no,32.72,1120.0,F,A,7015.0,yes,17935.24,no,108.45,10.87,no
yes,16.9,1017.0,L,D,7282.0,yes,15773.44,no,129.08,10.82,no
no,43.02,1124.0,D,B,9055.0,no,14928.56,yes,108.11,10.82,no
yes,29.9,1064.0,D,B,7161.0,no,14519.88,no,208.19,11.02,no
yes,16.04,1090.0,D,B,6050.0,yes,14162.59,no,176.62,10.83,no
no,53.01,1103.0,H,B,4518.0,no,15407.08,no,109.19,11.28,no
yes,33.91,1150.0,G,B,8641.0,no,14625.88,yes,214.43,10.82,no
yes,50.08,1151.0,D,B,5828.0,no,14489.9,yes,252.79,10.82,no
no,21.12,1572.0,G,A,10920.0,no,15098.83,yes,115.62,10.84,no
yes,20.82,1083.0,B,B,6306.0,no,15733.64,no,165.96,10.82,no
yes,20.05,1079.0,G,B,6514.0,yes,27271.78,no,108.55,10.82,no
no,11.98,1076.0,M,D,6306.0,no,12821.67,no,146.56,10.82,no
yes,28.69,1222.0,H,B,8088.0,no,13342.58,yes,158.89,10.82,no
no,19.98,1158.0,D,B,7029.0,no,13289.29,no,152.9,10.82,no
yes,17.37,1152.0,G,B,5705.0,no,12416.11,yes,178.63,10.89,no
yes,40.23,1039.0,J,B,8434.0,no,17816.43,no,221.9,10.82,no
yes,36.94,1126.0,H,B,8561.0,yes,16680.78,yes,421.24,10.82,no
yes,37.11,1243.0,K,E,6732.0,no,15286.45,no,360.59,10.83,no
yes,25.31,1113.0,J,B,7462.0,yes,20421.54,no,209.77,12.8,no
yes,32.36,1113.0,K,A,13861.0,yes,15377.78,yes,136.89,10.82,no
yes,25.2,1103.0,L,D,9122.0,no,15232.51,yes,143.02,14.78,no
yes,12.85,1096.0,J,B,6053.0,no,11511.01,no,204.81,10.82,no
yes,25.2,1071.0,D,B,5269.0,no,14532.56,no,241.69,10.82,no
yes,20.15,1150.0,K,B,6082.0,no,16163.2,yes,163.01,10.83,no
no,58.29,1153.0,H,B,8365.0,no,13074.2,yes,223.42,10.96,no
no,23.1,1313.0,C,B,7273.0,no,15798.96,no,143.52,10.87,no
yes,29.47,1155.0,G,B,8085.0,yes,16838.27,yes,170.53,10.83,no
yes,46.73,1198.0,F,B,15445.0,no,13263.3,no,298.56,11.01,no
yes,28.79,1598.0,K,E,6070.0,no,14393.74,yes,178.78,10.82,no
yes,40.29,1283.0,H,B,6521.0,no,14237.55,yes,297.18,10.82,no
yes,17.51,1130.0,L,D,12216.0,no,14194.12,no,177.35,10.87,no
yes,21.96,1093.0,L,D,6221.0,no,13297.76,no,156.14,10.82,no
yes,24.24,1176.0,D,B,9076.0,no,15036.11,yes,171.71,10.82,no
no,27.69,1167.0,D,A,11137.0,no,13498.62,yes,225.14,10.82,no
yes,45.16,1150.0,F,E,7014.0,no,15687.72,yes,173.28,10.82,no
yes,28.38,1158.0,D,A,7714.0,yes,18791.76,yes,278.47,10.93,no
yes,52.4,1160.0,D,B,8563.0,no,13556.6,yes,166.25,10.82,no
yes,25.18,1089.0,G,B,5520.0,no,12792.86,no,214.48,10.82,no
yes,34.9,1433.0,D,B,7149.0,no,13945.81,no,150.54,10.82,no
yes,23.38,1228.0,D,B,6748.0,no,12652.36,no,162.87,11.71,no
yes,45.24,1205.0,D,A,12183.0,no,13567.2,yes,108.16,10.82,no
no,15.05,1136.0,B,B,6281.0,no,15237.71,no,159.38,10.82,no
yes,42.41,1105.0,J,B,7503.0,no,14438.76,yes,161.49,10.82,no
yes,25.36,1125.0,D,A,8053.0,no,12540.96,no,165.66,10.82,no
no,41.15,1041.0,L,D,5783.0,no,16818.61,no,109.38,10.82,no
yes,23.96,1169.0,K,B,8667.0,yes,16670.3,yes,286.18,10.83,no
yes,22.67,1149.0,D,A,5333.0,no,14167.16,no,225.68,11.07,no
yes,23.69,1541.0,K,B,7220.0,no,12397.2,no,108.55,10.82,no
yes,23.23,1127.0,D,B,6456.0,no,16024.73,yes,215.51,10.82,no
yes,21.38,1396.0,D,B,8551.0,no,14919.13,yes,172.59,10.83,no
yes,57.49,1122.0,L,D,9018.0,no,16657.05,no,176.22,10.83,no
yes,17.94,1151.0,F,B,6796.0,yes,14332.25,no,108.25,10.83,no
yes,45.66,1215.0,A,B,9848.0,no,15898.61,yes,151.82,10.82,no
yes,22.01,1118.0,H,B,7496.0,no,13788.74,yes,198.67,10.82,no
yes,27.72,1362.0,H,B,6871.0,no,13783.88,yes,107.91,10.82,no
no,20.86,1128.0,B,B,9008.0,yes,17371.64,no,187.62,10.82,no
yes,53.64,1111.0,J,B,17430.0,no,17417.83,no,255.29,10.82,no
yes,50.28,1089.0,J,B,9025.0,no,15090.38,no,283.09,10.82,no
yes,13.41,1066.0,D,B,8448.0,no,14440.5,no,164.44,10.83,no
no,17.85,1386.0,I,A,6678.0,no,15919.73,yes,172.93,10.87,no
yes,28.17,1114.0,N,F,,no,16754.94,yes,162.03,10.82,no
yes,39.98,1165.0,L,D,,yes,19055.99,no,114.74,10.83,no
no,54.47,1075.0,L,D,,no,14450.29,no,108.01,10.82,no
no,70.5,1230.0,L,D,,no,13105.31,no,109.04,10.83,no
no,38.82,1240.0,L,D,,no,13602.98,no,166.35,10.82,no
yes,30.59,1140.0,F,B,,no,17134.64,no,168.51,10.82,no
yes,15.84,1118.0,E,I,,no,12061.08,no,153.73,10.83,no
yes,23.51,1092.0,A,A,,no,14029.6,no,208.64,10.83,no
yes,40.47,1181.0,J,B,,no,15864.33,no,286.23,10.82,no
yes,19.55,1041.0,G,B,,no,15650.86,no,208.05,11.16,no
yes,29.44,1085.0,G,D,,no,15439.72,no,147.69,10.82,no
yes,23.38,1183.0,C,B,,no,15347.63,yes,136.54,10.82,no
yes,33.71,1139.0,F,B,,yes,16833.42,yes,144.35,10.83,no
yes,39.7,1076.0,F,B,5506.0,no,14961.52,yes,206.72,10.83,no
no,20.15,1432.0,D,B,7591.0,no,13541.58,no,107.96,11.25,no
no,39.19,1122.0,K,E,8505.0,no,14730.04,yes,169.15,10.82,no
yes,25.21,1147.0,D,B,7479.0,no,16956.32,yes,159.92,10.82,no
yes,26.1,1075.0,C,A,7577.0,no,14149.77,yes,213.55,10.82,no
no,33.0,1147.0,L,D,5183.0,no,14856.17,no,249.15,10.83,no
yes,23.61,1092.0,D,B,5560.0,yes,17078.2,no,164.78,10.83,no
no,38.26,1263.0,G,B,12647.0,no,16282.46,yes,149.85,10.82,no
no,22.32,1103.0,K,B,9040.0,no,14730.87,yes,170.04,10.82,no
yes,47.8,1346.0,F,B,11641.0,no,15051.27,no,316.83,11.01,no
yes,21.47,1116.0,H,B,7042.0,no,14207.81,no,182.07,10.82,no
no,47.44,1195.0,G,A,7632.0,no,19775.45,yes,197.39,10.82,no
yes,33.17,1227.0,H,B,8106.0,no,16073.96,yes,199.75,10.82,no
yes,17.95,1059.0,G,B,8228.0,no,14553.11,no,206.77,10.82,no
yes,24.9,1168.0,G,B,6770.0,yes,13816.35,yes,239.18,10.92,no
no,24.35,1247.0,D,B,7369.0,yes,14690.29,yes,126.18,10.98,no
yes,29.87,1148.0,C,A,13121.0,no,11686.91,yes,257.01,10.82,no
yes,38.08,1115.0,G,B,7632.0,no,17442.8,no,190.17,13.03,no
yes,26.38,1208.0,H,B,7616.0,no,13839.19,yes,207.02,10.82,no
yes,17.04,1136.0,H,B,7988.0,yes,14598.44,no,141.4,10.84,no
yes,36.61,1727.0,F,B,6437.0,no,13722.19,no,239.82,15.03,no
yes,25.34,1190.0,F,B,11819.0,yes,19979.59,yes,220.96,10.82,no
no,22.41,1165.0,D,A,9480.0,no,15544.49,yes,265.85,10.82,no
